,year,date,hour,temp,humidity
0,2016,"Tue, Mar 1",1:00 am,55,96%
1,2016,"Tue, Mar 1",1:51 am,55,93%
2,2016,"Tue, Mar 1",2:58 am,53,96%
3,2016,"Tue, Mar 1",3:51 am,54,97%
4,2016,"Tue, Mar 1",4:51 am,54,100%
5,2016,"Tue, Mar 1",5:51 am,56,97%
6,2016,"Tue, Mar 1",6:51 am,56,100%
7,2016,"Tue, Mar 1",7:51 am,56,97%
8,2016,"Tue, Mar 1",8:51 am,60,86%
9,2016,"Tue, Mar 1",9:51 am,64,73%
10,2016,"Tue, Mar 1",10:51 am,64,73%
11,2016,"Tue, Mar 1",11:02 am,65,70%
12,2016,"Tue, Mar 1",11:51 am,65,70%
13,2016,"Tue, Mar 1",12:51 pm,65,70%
14,2016,"Tue, Mar 1",1:51 pm,63,75%
15,2016,"Tue, Mar 1",2:51 pm,63,78%
16,2016,"Tue, Mar 1",3:51 pm,63,78%
17,2016,"Tue, Mar 1",4:51 pm,62,78%
18,2016,"Tue, Mar 1",5:51 pm,60,83%
19,2016,"Tue, Mar 1",6:58 pm,60,86%
20,2016,"Tue, Mar 1",8:00 pm,59,90%
21,2016,"Tue, Mar 1",8:58 pm,58,90%
22,2016,"Tue, Mar 1",9:51 pm,58,90%
23,2016,"Tue, Mar 1",10:04 pm,58,93%
24,2016,"Tue, Mar 1",10:51 pm,57,96%
25,2016,"Tue, Mar 1",11:51 pm,57,93%
26,2016,"Wed, Mar 2",1:00 am,55,96%
27,2016,"Wed, Mar 2",1:51 am,55,93%
28,2016,"Wed, Mar 2",2:58 am,53,96%
29,2016,"Wed, Mar 2",3:51 am,54,97%
30,2016,"Wed, Mar 2",4:51 am,54,100%
31,2016,"Wed, Mar 2",5:51 am,56,97%
32,2016,"Wed, Mar 2",6:51 am,56,100%
33,2016,"Wed, Mar 2",7:51 am,56,97%
34,2016,"Wed, Mar 2",8:51 am,60,86%
35,2016,"Wed, Mar 2",9:51 am,64,73%
36,2016,"Wed, Mar 2",10:51 am,64,73%
37,2016,"Wed, Mar 2",11:02 am,65,70%
38,2016,"Wed, Mar 2",11:51 am,65,70%
39,2016,"Wed, Mar 2",12:51 pm,65,70%
40,2016,"Wed, Mar 2",1:51 pm,63,75%
41,2016,"Wed, Mar 2",2:51 pm,63,78%
42,2016,"Wed, Mar 2",3:51 pm,63,78%
43,2016,"Wed, Mar 2",4:51 pm,62,78%
44,2016,"Wed, Mar 2",5:51 pm,60,83%
45,2016,"Wed, Mar 2",6:58 pm,60,86%
46,2016,"Wed, Mar 2",8:00 pm,59,90%
47,2016,"Wed, Mar 2",8:58 pm,58,90%
48,2016,"Wed, Mar 2",9:51 pm,58,90%
49,2016,"Wed, Mar 2",10:04 pm,58,93%
50,2016,"Wed, Mar 2",10:51 pm,57,96%
51,2016,"Wed, Mar 2",11:51 pm,57,93%
52,2016,"Thu, Mar 3",1:00 am,55,96%
53,2016,"Thu, Mar 3",1:51 am,55,93%
54,2016,"Thu, Mar 3",2:58 am,53,96%
55,2016,"Thu, Mar 3",3:51 am,54,97%
56,2016,"Thu, Mar 3",4:51 am,54,100%
57,2016,"Thu, Mar 3",5:51 am,56,97%
58,2016,"Thu, Mar 3",6:51 am,56,100%
59,2016,"Thu, Mar 3",7:51 am,56,97%
60,2016,"Thu, Mar 3",8:51 am,60,86%
61,2016,"Thu, Mar 3",9:51 am,64,73%
62,2016,"Thu, Mar 3",10:51 am,64,73%
63,2016,"Thu, Mar 3",11:02 am,65,70%
64,2016,"Thu, Mar 3",11:51 am,65,70%
65,2016,"Thu, Mar 3",12:51 pm,65,70%
66,2016,"Thu, Mar 3",1:51 pm,63,75%
67,2016,"Thu, Mar 3",2:51 pm,63,78%
