,year,date,hour,temp,humidity
0,2014,"Mon, Dec 1",12:51 am,62,83%
1,2014,"Mon, Dec 1",1:51 am,61,83%
2,2014,"Mon, Dec 1",2:51 am,60,86%
3,2014,"Mon, Dec 1",3:51 am,60,86%
4,2014,"Mon, Dec 1",4:51 am,60,83%
5,2014,"Mon, Dec 1",5:51 am,59,87%
6,2014,"Mon, Dec 1",6:51 am,58,87%
7,2014,"Mon, Dec 1",7:51 am,60,83%
8,2014,"Mon, Dec 1",8:51 am,63,81%
9,2014,"Mon, Dec 1",9:51 am,64,75%
10,2014,"Mon, Dec 1",10:51 am,67,66%
11,2014,"Mon, Dec 1",11:51 am,68,61%
12,2014,"Mon, Dec 1",12:51 pm,68,61%
13,2014,"Mon, Dec 1",1:51 pm,67,66%
14,2014,"Mon, Dec 1",2:51 pm,67,68%
15,2014,"Mon, Dec 1",3:51 pm,67,68%
16,2014,"Mon, Dec 1",4:51 pm,65,73%
17,2014,"Mon, Dec 1",5:51 pm,64,75%
18,2014,"Mon, Dec 1",6:51 pm,64,75%
19,2014,"Mon, Dec 1",7:51 pm,64,75%
20,2014,"Mon, Dec 1",8:51 pm,62,78%
21,2014,"Mon, Dec 1",9:51 pm,62,78%
22,2014,"Mon, Dec 1",10:51 pm,63,75%
23,2014,"Mon, Dec 1",11:51 pm,65,59%
24,2014,"Tue, Dec 2",12:51 am,62,83%
25,2014,"Tue, Dec 2",1:51 am,61,83%
26,2014,"Tue, Dec 2",2:51 am,60,86%
27,2014,"Tue, Dec 2",3:51 am,60,86%
28,2014,"Tue, Dec 2",4:51 am,60,83%
29,2014,"Tue, Dec 2",5:51 am,59,87%
30,2014,"Tue, Dec 2",6:51 am,58,87%
31,2014,"Tue, Dec 2",7:51 am,60,83%
32,2014,"Tue, Dec 2",8:51 am,63,81%
33,2014,"Tue, Dec 2",9:51 am,64,75%
34,2014,"Tue, Dec 2",10:51 am,67,66%
35,2014,"Tue, Dec 2",11:51 am,68,61%
36,2014,"Tue, Dec 2",12:51 pm,68,61%
37,2014,"Tue, Dec 2",1:51 pm,67,66%
38,2014,"Tue, Dec 2",2:51 pm,67,68%
39,2014,"Tue, Dec 2",3:51 pm,67,68%
40,2014,"Tue, Dec 2",4:51 pm,65,73%
41,2014,"Tue, Dec 2",5:51 pm,64,75%
42,2014,"Tue, Dec 2",6:51 pm,64,75%
43,2014,"Tue, Dec 2",7:51 pm,64,75%
44,2014,"Tue, Dec 2",8:51 pm,62,78%
45,2014,"Tue, Dec 2",9:51 pm,62,78%
46,2014,"Tue, Dec 2",10:51 pm,63,75%
47,2014,"Tue, Dec 2",11:51 pm,65,59%
48,2014,"Wed, Dec 3",12:51 am,62,83%
49,2014,"Wed, Dec 3",1:51 am,61,83%
50,2014,"Wed, Dec 3",2:51 am,60,86%
51,2014,"Wed, Dec 3",3:51 am,60,86%
52,2014,"Wed, Dec 3",4:51 am,60,83%
53,2014,"Wed, Dec 3",5:51 am,59,87%
54,2014,"Wed, Dec 3",6:51 am,58,87%
55,2014,"Wed, Dec 3",7:51 am,60,83%
56,2014,"Wed, Dec 3",8:51 am,63,81%
57,2014,"Wed, Dec 3",9:51 am,64,75%
58,2014,"Wed, Dec 3",10:51 am,67,66%
59,2014,"Wed, Dec 3",11:51 am,68,61%
60,2014,"Wed, Dec 3",12:51 pm,68,61%
61,2014,"Wed, Dec 3",1:51 pm,67,66%
62,2014,"Wed, Dec 3",2:51 pm,67,68%
63,2014,"Wed, Dec 3",3:51 pm,67,68%
64,2014,"Wed, Dec 3",4:51 pm,65,73%
65,2014,"Wed, Dec 3",5:51 pm,64,75%
66,2014,"Wed, Dec 3",6:51 pm,64,75%
67,2014,"Wed, Dec 3",7:51 pm,64,75%
68,2014,"Wed, Dec 3",8:51 pm,62,78%
69,2014,"Wed, Dec 3",9:51 pm,62,78%
70,2014,"Wed, Dec 3",10:51 pm,63,75%
71,2014,"Wed, Dec 3",11:51 pm,65,59%
72,2014,"Thu, Dec 4",12:51 am,62,83%
73,2014,"Thu, Dec 4",1:51 am,61,83%
74,2014,"Thu, Dec 4",2:51 am,60,86%
75,2014,"Thu, Dec 4",3:51 am,60,86%
76,2014,"Thu, Dec 4",4:51 am,60,83%
77,2014,"Thu, Dec 4",5:51 am,59,87%
78,2014,"Thu, Dec 4",6:51 am,58,87%
79,2014,"Thu, Dec 4",7:51 am,60,83%
80,2014,"Thu, Dec 4",8:51 am,63,81%
81,2014,"Thu, Dec 4",9:51 am,64,75%
82,2014,"Thu, Dec 4",10:51 am,67,66%
83,2014,"Thu, Dec 4",11:51 am,68,61%
84,2014,"Thu, Dec 4",12:51 pm,68,61%
85,2014,"Thu, Dec 4",1:51 pm,67,66%
86,2014,"Thu, Dec 4",2:51 pm,67,68%
