,year,date,hour,temp,humidity
0,2015,"Wed, Apr 1",12:51 am,60,80%
1,2015,"Wed, Apr 1",1:51 am,58,81%
2,2015,"Wed, Apr 1",2:51 am,57,83%
3,2015,"Wed, Apr 1",3:51 am,58,84%
4,2015,"Wed, Apr 1",4:51 am,58,87%
5,2015,"Wed, Apr 1",5:51 am,58,87%
6,2015,"Wed, Apr 1",6:51 am,57,87%
7,2015,"Wed, Apr 1",7:51 am,61,78%
8,2015,"Wed, Apr 1",8:51 am,63,73%
9,2015,"Wed, Apr 1",9:51 am,66,61%
10,2015,"Wed, Apr 1",10:51 am,67,63%
11,2015,"Wed, Apr 1",11:51 am,67,63%
12,2015,"Wed, Apr 1",12:51 pm,68,59%
13,2015,"Wed, Apr 1",1:51 pm,68,53%
14,2015,"Wed, Apr 1",2:51 pm,68,61%
15,2015,"Wed, Apr 1",3:51 pm,68,63%
16,2015,"Wed, Apr 1",4:51 pm,67,68%
17,2015,"Wed, Apr 1",5:51 pm,66,63%
18,2015,"Wed, Apr 1",6:51 pm,64,61%
19,2015,"Wed, Apr 1",7:51 pm,63,65%
20,2015,"Wed, Apr 1",8:51 pm,63,65%
21,2015,"Wed, Apr 1",9:51 pm,62,67%
22,2015,"Wed, Apr 1",10:51 pm,60,69%
23,2015,"Wed, Apr 1",11:51 pm,59,72%
24,2015,"Thu, Apr 2",12:51 am,60,80%
25,2015,"Thu, Apr 2",1:51 am,58,81%
26,2015,"Thu, Apr 2",2:51 am,57,83%
27,2015,"Thu, Apr 2",3:51 am,58,84%
28,2015,"Thu, Apr 2",4:51 am,58,87%
29,2015,"Thu, Apr 2",5:51 am,58,87%
30,2015,"Thu, Apr 2",6:51 am,57,87%
31,2015,"Thu, Apr 2",7:51 am,61,78%
32,2015,"Thu, Apr 2",8:51 am,63,73%
33,2015,"Thu, Apr 2",9:51 am,66,61%
34,2015,"Thu, Apr 2",10:51 am,67,63%
35,2015,"Thu, Apr 2",11:51 am,67,63%
36,2015,"Thu, Apr 2",12:51 pm,68,59%
37,2015,"Thu, Apr 2",1:51 pm,68,53%
38,2015,"Thu, Apr 2",2:51 pm,68,61%
39,2015,"Thu, Apr 2",3:51 pm,68,63%
40,2015,"Thu, Apr 2",4:51 pm,67,68%
41,2015,"Thu, Apr 2",5:51 pm,66,63%
42,2015,"Thu, Apr 2",6:51 pm,64,61%
43,2015,"Thu, Apr 2",7:51 pm,63,65%
44,2015,"Thu, Apr 2",8:51 pm,63,65%
45,2015,"Thu, Apr 2",9:51 pm,62,67%
46,2015,"Thu, Apr 2",10:51 pm,60,69%
47,2015,"Thu, Apr 2",11:51 pm,59,72%
48,2015,"Fri, Apr 3",12:51 am,60,80%
49,2015,"Fri, Apr 3",1:51 am,58,81%
50,2015,"Fri, Apr 3",2:51 am,57,83%
51,2015,"Fri, Apr 3",3:51 am,58,84%
52,2015,"Fri, Apr 3",4:51 am,58,87%
53,2015,"Fri, Apr 3",5:51 am,58,87%
54,2015,"Fri, Apr 3",6:51 am,57,87%
55,2015,"Fri, Apr 3",7:51 am,61,78%
56,2015,"Fri, Apr 3",8:51 am,63,73%
57,2015,"Fri, Apr 3",9:51 am,66,61%
58,2015,"Fri, Apr 3",10:51 am,67,63%
59,2015,"Fri, Apr 3",11:51 am,67,63%
60,2015,"Fri, Apr 3",12:51 pm,68,59%
61,2015,"Fri, Apr 3",1:51 pm,68,53%
62,2015,"Fri, Apr 3",2:51 pm,68,61%
63,2015,"Fri, Apr 3",3:51 pm,68,63%
64,2015,"Fri, Apr 3",4:51 pm,67,68%
65,2015,"Fri, Apr 3",5:51 pm,66,63%
66,2015,"Fri, Apr 3",6:51 pm,64,61%
67,2015,"Fri, Apr 3",7:51 pm,63,65%
68,2015,"Fri, Apr 3",8:51 pm,63,65%
69,2015,"Fri, Apr 3",9:51 pm,62,67%
70,2015,"Fri, Apr 3",10:51 pm,60,69%
71,2015,"Fri, Apr 3",11:51 pm,59,72%
72,2015,"Sat, Apr 4",12:51 am,60,80%
73,2015,"Sat, Apr 4",1:51 am,58,81%
74,2015,"Sat, Apr 4",2:51 am,57,83%
75,2015,"Sat, Apr 4",3:51 am,58,84%
76,2015,"Sat, Apr 4",4:51 am,58,87%
77,2015,"Sat, Apr 4",5:51 am,58,87%
78,2015,"Sat, Apr 4",6:51 am,57,87%
79,2015,"Sat, Apr 4",7:51 am,61,78%
80,2015,"Sat, Apr 4",8:51 am,63,73%
81,2015,"Sat, Apr 4",9:51 am,66,61%
82,2015,"Sat, Apr 4",10:51 am,67,63%
83,2015,"Sat, Apr 4",11:51 am,67,63%
84,2015,"Sat, Apr 4",12:51 pm,68,59%
85,2015,"Sat, Apr 4",1:51 pm,68,53%
86,2015,"Sat, Apr 4",2:51 pm,68,61%
87,2015,"Sat, Apr 4",3:51 pm,68,63%
88,2015,"Sat, Apr 4",4:51 pm,67,68%
89,2015,"Sat, Apr 4",5:51 pm,66,63%
90,2015,"Sat, Apr 4",6:51 pm,64,61%
91,2015,"Sat, Apr 4",7:51 pm,63,65%
92,2015,"Sat, Apr 4",8:51 pm,63,65%
93,2015,"Sat, Apr 4",9:51 pm,62,67%
94,2015,"Sat, Apr 4",10:51 pm,60,69%
95,2015,"Sat, Apr 4",11:51 pm,59,72%
96,2015,"Sun, Apr 5",12:51 am,60,80%
97,2015,"Sun, Apr 5",1:51 am,58,81%
98,2015,"Sun, Apr 5",2:51 am,57,83%
99,2015,"Sun, Apr 5",3:51 am,58,84%
100,2015,"Sun, Apr 5",4:51 am,58,87%
101,2015,"Sun, Apr 5",5:51 am,58,87%
102,2015,"Sun, Apr 5",6:51 am,57,87%
103,2015,"Sun, Apr 5",7:51 am,61,78%
104,2015,"Sun, Apr 5",8:51 am,63,73%
105,2015,"Sun, Apr 5",9:51 am,66,61%
106,2015,"Sun, Apr 5",10:51 am,67,63%
107,2015,"Sun, Apr 5",11:51 am,67,63%
108,2015,"Sun, Apr 5",12:51 pm,68,59%
109,2015,"Sun, Apr 5",1:51 pm,68,53%
110,2015,"Sun, Apr 5",2:51 pm,68,61%
111,2015,"Sun, Apr 5",3:51 pm,68,63%
112,2015,"Sun, Apr 5",4:51 pm,67,68%
113,2015,"Sun, Apr 5",5:51 pm,66,63%
114,2015,"Sun, Apr 5",6:51 pm,64,61%
115,2015,"Sun, Apr 5",7:51 pm,63,65%
116,2015,"Sun, Apr 5",8:51 pm,63,65%
117,2015,"Sun, Apr 5",9:51 pm,62,67%
118,2015,"Sun, Apr 5",10:51 pm,60,69%
119,2015,"Sun, Apr 5",11:51 pm,59,72%
120,2015,"Mon, Apr 6",12:51 am,60,80%
121,2015,"Mon, Apr 6",1:51 am,58,81%
122,2015,"Mon, Apr 6",2:51 am,57,83%
123,2015,"Mon, Apr 6",3:51 am,58,84%
124,2015,"Mon, Apr 6",4:51 am,58,87%
125,2015,"Mon, Apr 6",5:51 am,58,87%
126,2015,"Mon, Apr 6",6:51 am,57,87%
