,year,date,hour,temp,humidity
0,2013,"Thu, Aug 1",12:00 am,63,83%
1,2013,"Thu, Aug 1",12:51 am,62,83%
2,2013,"Thu, Aug 1",1:51 am,62,83%
3,2013,"Thu, Aug 1",2:51 am,61,87%
4,2013,"Thu, Aug 1",3:51 am,61,87%
5,2013,"Thu, Aug 1",4:51 am,61,87%
6,2013,"Thu, Aug 1",5:51 am,61,83%
7,2013,"Thu, Aug 1",6:51 am,61,83%
8,2013,"Thu, Aug 1",7:51 am,62,83%
9,2013,"Thu, Aug 1",8:51 am,62,80%
10,2013,"Thu, Aug 1",9:51 am,62,80%
11,2013,"Thu, Aug 1",10:04 am,63,77%
12,2013,"Thu, Aug 1",10:51 am,63,78%
13,2013,"Thu, Aug 1",11:59 am,66,68%
14,2013,"Thu, Aug 1",12:51 pm,68,65%
15,2013,"Thu, Aug 1",1:51 pm,69,66%
16,2013,"Thu, Aug 1",2:51 pm,69,66%
17,2013,"Thu, Aug 1",3:51 pm,68,65%
18,2013,"Thu, Aug 1",4:51 pm,68,68%
19,2013,"Thu, Aug 1",5:51 pm,66,73%
20,2013,"Thu, Aug 1",6:51 pm,66,73%
21,2013,"Thu, Aug 1",7:51 pm,64,78%
22,2013,"Thu, Aug 1",8:51 pm,64,78%
23,2013,"Thu, Aug 1",9:51 pm,64,78%
24,2013,"Thu, Aug 1",10:51 pm,63,81%
25,2013,"Thu, Aug 1",11:51 pm,62,83%
26,2013,"Fri, Aug 2",12:00 am,63,83%
27,2013,"Fri, Aug 2",12:51 am,62,83%
28,2013,"Fri, Aug 2",1:51 am,62,83%
29,2013,"Fri, Aug 2",2:51 am,61,87%
30,2013,"Fri, Aug 2",3:51 am,61,87%
31,2013,"Fri, Aug 2",4:51 am,61,87%
32,2013,"Fri, Aug 2",5:51 am,61,83%
33,2013,"Fri, Aug 2",6:51 am,61,83%
34,2013,"Fri, Aug 2",7:51 am,62,83%
35,2013,"Fri, Aug 2",8:51 am,62,80%
36,2013,"Fri, Aug 2",9:51 am,62,80%
37,2013,"Fri, Aug 2",10:04 am,63,77%
38,2013,"Fri, Aug 2",10:51 am,63,78%
39,2013,"Fri, Aug 2",11:59 am,66,68%
40,2013,"Fri, Aug 2",12:51 pm,68,65%
41,2013,"Fri, Aug 2",1:51 pm,69,66%
42,2013,"Fri, Aug 2",2:51 pm,69,66%
43,2013,"Fri, Aug 2",3:51 pm,68,65%
44,2013,"Fri, Aug 2",4:51 pm,68,68%
45,2013,"Fri, Aug 2",5:51 pm,66,73%
46,2013,"Fri, Aug 2",6:51 pm,66,73%
47,2013,"Fri, Aug 2",7:51 pm,64,78%
48,2013,"Fri, Aug 2",8:51 pm,64,78%
49,2013,"Fri, Aug 2",9:51 pm,64,78%
50,2013,"Fri, Aug 2",10:51 pm,63,81%
51,2013,"Fri, Aug 2",11:51 pm,62,83%
52,2013,"Sat, Aug 3",12:00 am,63,83%
53,2013,"Sat, Aug 3",12:51 am,62,83%
54,2013,"Sat, Aug 3",1:51 am,62,83%
55,2013,"Sat, Aug 3",2:51 am,61,87%
56,2013,"Sat, Aug 3",3:51 am,61,87%
57,2013,"Sat, Aug 3",4:51 am,61,87%
58,2013,"Sat, Aug 3",5:51 am,61,83%
